Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Count_Children,Total_Value
Master,Divorced,38054.0,24.0,2.0,2.0,0.0,3.0,7.0,0,73.0,2.0,45.0
Graduation,Married,14045.0,24.0,1.0,1.0,0.0,3.0,7.0,0,54.0,1.0,20.0
PhD,Married,44155.0,24.0,1.0,1.0,1.0,2.0,4.0,0,66.0,2.0,46.0
PhD,Single,57642.0,24.0,3.0,7.0,6.0,6.0,4.0,0,53.0,1.0,679.0
Graduation,Married,31353.0,24.0,2.0,1.0,1.0,2.0,8.0,0,46.0,2.0,31.0
Graduation,Married,31353.0,24.0,2.0,1.0,1.0,2.0,8.0,1,46.0,2.0,31.0
Master,Divorced,41335.0,24.0,3.0,4.0,1.0,4.0,7.0,0,55.0,1.0,187.0
Master,Divorced,41335.0,24.0,3.0,4.0,1.0,4.0,7.0,0,55.0,1.0,187.0
PhD,Single,40737.0,24.0,1.0,1.0,0.0,2.0,8.0,0,66.0,0.9504464285714286,17.0
2n Cycle,Together,19789.0,24.0,3.0,2.0,1.0,3.0,5.0,0,48.0,1.0,78.0
PhD,Divorced,35946.0,24.0,1.0,0.0,0.0,3.0,5.0,0,74.0,2.0,11.0
Master,Married,36262.0,24.0,1.0,3.0,5.0,3.0,6.0,1,40.0,0.0,426.0
Master,Widow,44551.0,24.0,2.0,4.0,1.0,5.0,7.0,0,69.0,1.0,285.0
Graduation,Together,71367.0,24.0,1.0,4.0,5.0,7.0,2.0,0,64.0,0.0,777.0
Graduation,Together,71367.0,24.0,1.0,4.0,5.0,7.0,2.0,0,64.0,0.0,777.0
Graduation,Together,57957.0,24.0,2.325,4.0,6.0,8.0,3.0,0,64.0,1.0,637.0
2n Cycle,Together,50334.0,24.0,6.0,7.0,4.0,6.0,6.0,0,51.0,1.0,694.0
Master,Married,48150.0,24.0,3.0,5.0,1.0,4.0,7.0,0,74.0,1.0,266.0
Graduation,Married,56796.0,24.0,3.0,8.0,9.0,7.0,7.0,0,54.0,1.0,1001.0
Graduation,Married,56796.0,24.0,3.0,8.0,9.0,7.0,7.0,0,54.0,1.0,1001.0
PhD,Widow,52278.0,24.0,6.0,10.0,5.0,10.0,8.0,1,60.0,1.0,1198.0
PhD,Widow,52278.0,24.0,6.0,10.0,5.0,10.0,8.0,0,60.0,1.0,1198.0
2n Cycle,Married,7500.0,24.0,3.0,3.0,1.0,3.0,9.0,1,27.0,0.0,122.0
Master,Married,33444.0,24.0,1.0,1.0,0.0,2.0,8.0,0,71.0,2.0,18.0
Graduation,Married,20895.0,24.0,1.0,2.0,0.0,3.0,9.0,0,50.0,1.0,45.0
Master,Together,37509.0,24.0,2.0,3.0,0.0,4.0,7.0,0,47.0,1.0,123.0
Master,Married,88097.0,24.0,1.0,6.0,5.0,8.0,9.0,1,45.0,1.0,844.0
Graduation,Married,59041.0,25.0,2.0,2.0,0.0,4.0,5.0,0,50.0,2.0,96.0
Graduation,Single,43322.0,25.0,1.0,3.0,0.0,4.0,7.0,0,49.0,0.0,141.0
PhD,Together,46015.0,25.0,1.0,1.0,0.0,3.0,7.0,0,68.0,2.0,46.0
PhD,Together,46015.0,25.0,1.0,1.0,0.0,3.0,7.0,0,68.0,2.0,46.0
Master,Married,34242.0,25.0,1.0,0.0,0.0,3.0,5.0,0,64.0,1.0,15.0
Graduation,Married,65210.0,25.0,2.0,9.0,3.0,8.0,6.0,0,68.0,1.0,731.0
PhD,Widow,50520.0,25.0,2.0,3.0,1.0,3.0,6.0,0,65.0,1.0,135.0
Graduation,Married,90765.0,25.0,0.0,4.0,6.0,5.0,1.0,0,53.0,0.0,1724.0
Graduation,Married,80589.0,25.0,1.0,5.0,10.0,5.0,1.0,1,79.0,0.0,1428.0
Master,Married,49572.0,25.0,2.0,2.0,0.0,3.0,7.0,0,65.0,2.0,54.0
Graduation,Together,75437.0,25.0,1.0,8.0,4.0,10.0,6.0,0,45.0,0.0,1493.0
Master,Divorced,44635.0,25.0,2.0,2.0,0.0,3.0,7.0,0,52.0,2.0,68.0
Graduation,Married,58512.0,25.0,5.0,3.0,4.0,8.0,8.0,0,59.0,1.0,1171.0
PhD,Single,62000.0,25.0,1.0,6.0,6.0,13.0,4.0,0,71.0,1.0,1020.0
Graduation,Single,54252.0,25.0,5.0,4.0,1.0,5.0,6.0,0,67.0,2.0,264.0
PhD,Together,45068.0,25.0,1.0,1.0,0.0,2.0,7.0,0,49.0,1.0,20.0
Graduation,Single,60474.0,25.0,2.325,10.0,2.0,12.0,7.0,0,44.0,1.0,1180.0
Graduation,Single,60474.0,25.0,2.325,10.0,2.0,12.0,7.0,0,44.0,1.0,1180.0
2n Cycle,Married,56337.0,25.0,5.0,8.0,5.0,4.0,8.0,1,42.0,2.0,724.0
Graduation,Together,22434.0,25.0,2.0,2.0,0.0,3.0,8.0,0,36.0,1.0,58.0
Graduation,Together,61416.0,25.0,1.0,10.0,3.0,10.0,6.0,0,41.0,0.0,1665.0
Master,Married,92163.0,25.0,0.0,5.0,2.6620535714285714,5.0,2.0,1,48.0,0.0,2086.0
Master,Together,58656.0,25.0,4.0,7.0,8.0,13.0,6.0,0,67.0,1.0,1220.0
2n Cycle,Married,47633.0,25.0,3.0,3.0,0.0,3.0,8.0,0,50.0,1.0,109.0
Basic,Single,8940.0,25.0,3.0,3.0,1.0,3.0,8.0,0,37.0,1.0,101.0
Graduation,Married,26751.0,26.0,1.0,1.0,0.0,2.0,8.0,0,49.0,2.0,11.0
Graduation,Married,71427.0,26.0,2.0,8.0,2.0,8.0,4.0,0,45.0,2.0,614.0
Graduation,Together,26646.0,26.0,2.0,2.0,0.0,4.0,6.0,0,39.0,1.0,53.0
Graduation,Divorced,19346.0,26.0,1.0,1.0,0.0,3.0,8.0,0,49.0,1.0,22.0
Graduation,Single,56243.0,26.0,6.0,4.0,2.0,8.0,5.0,0,48.0,0.9504464285714286,396.0
PhD,Married,59892.0,26.0,1.0,2.0,1.0,3.0,3.0,0,53.0,1.0,87.0
Graduation,Together,71613.0,26.0,1.0,8.0,2.0,10.0,4.0,0,58.0,0.0,776.0
Graduation,Married,25252.0,26.0,1.0,1.0,0.0,2.0,8.0,0,37.0,1.0,18.0
Graduation,Single,42160.0,26.0,4.0,2.0,1.0,4.0,6.0,1,48.0,2.0,140.0
Basic,Single,15862.0,26.0,1.0,1.0,0.0,3.0,8.0,0,44.0,1.0,36.0
Master,Married,82584.0,26.0,1.0,3.0,4.0,8.0,1.0,1,49.0,0.0,1435.0
Graduation,Married,38360.0,26.0,2.0,2.0,1.0,4.0,3.0,0,34.0,1.0,131.0
PhD,Married,75283.0,26.0,2.325,6.0,3.0,5.0,4.0,0,66.0,0.9504464285714286,1019.0
Master,Together,34941.0,26.0,2.0,3.0,0.0,3.0,8.0,0,67.0,2.0,97.0
Graduation,Single,61823.0,26.0,4.0,8.0,2.0,10.0,7.0,0,71.0,1.0,884.0
Master,Married,90226.0,26.0,1.0,4.0,7.0,12.0,2.0,0,67.0,0.0,2352.0
Graduation,Married,44989.0,26.0,5.0,5.0,1.0,5.0,6.0,0,49.0,1.0,369.0
Graduation,Married,44989.0,26.0,5.0,5.0,1.0,5.0,6.0,0,49.0,1.0,369.0
Graduation,Married,43586.0,26.0,3.0,3.0,0.0,4.0,8.0,0,43.0,1.0,132.0
Graduation,Single,32233.0,26.0,2.0,6.0,2.0,2.0,9.0,1,49.0,1.0,296.0
Graduation,Together,62882.0,26.0,2.0,7.0,5.0,6.0,4.0,0,54.0,1.0,1338.0
Master,Together,57288.0,27.0,3.0,8.0,1.0,8.0,6.0,0,60.0,1.0,608.0
2n Cycle,Together,75774.0,27.0,1.0,7.0,5.0,8.0,4.0,0,42.0,1.0,823.0
2n Cycle,Together,75774.0,27.0,1.0,7.0,5.0,8.0,4.0,0,42.0,1.0,823.0
Master,Single,90247.0,27.0,1.0,3.0,4.0,7.0,1.0,1,35.0,0.0,1621.0
2n Cycle,Single,32218.0,27.0,1.0,2.0,1.0,3.0,7.0,1,63.0,0.0,93.0
Graduation,Married,84219.0,27.0,1.0,3.0,4.0,10.0,1.0,0,35.0,0.0,1198.0
Graduation,Married,84219.0,27.0,1.0,3.0,4.0,10.0,1.0,0,35.0,0.0,1198.0
Graduation,Divorced,48877.0,27.0,1.0,3.0,0.0,4.0,7.0,0,57.0,1.0,144.0
Graduation,Together,60905.0,27.0,2.0,3.0,3.0,7.0,2.0,0,73.0,1.0,392.0
Graduation,Married,75236.0,27.0,1.0,8.0,3.0,13.0,4.0,0,59.0,1.0,1068.0
Graduation,Divorced,62551.0,27.0,1.0,6.0,7.0,4.0,3.0,0,70.0,0.0,421.0
PhD,Together,70123.0,27.0,1.0,5.0,7.0,4.0,3.0,0,40.0,0.0,1727.0
Graduation,Single,50785.0,27.0,2.0,2.0,1.0,3.0,6.0,0,61.0,2.0,114.0
2n Cycle,Married,15315.0,27.0,2.0,2.0,0.0,4.0,5.0,0,53.0,0.0,64.0
2n Cycle,Married,15315.0,27.0,2.0,2.0,0.0,4.0,5.0,0,53.0,0.0,64.0
PhD,Together,64413.0,27.0,1.0,5.0,1.0,5.0,5.0,0,53.0,1.0,279.0
PhD,Married,87171.0,27.0,1.0,6.0,7.0,11.0,2.0,0,42.0,0.0,1298.0
Graduation,Single,30081.0,27.0,1.0,1.0,0.0,3.0,7.0,0,62.0,1.0,42.0
Graduation,Single,20180.0,27.0,1.0,2.0,1.0,4.0,7.0,0,47.0,0.0,137.0
Graduation,Single,20180.0,27.0,1.0,2.0,1.0,4.0,7.0,0,47.0,0.0,137.0
Graduation,Divorced,55686.0,27.0,2.0,6.0,3.0,5.0,4.0,0,57.0,1.0,982.0
2n Cycle,Married,26887.0,27.0,1.0,1.0,0.0,3.0,6.0,0,64.0,1.0,30.0
PhD,Married,61996.0,27.0,3.0,6.0,4.0,8.0,5.0,1,46.0,1.0,1230.0
Graduation,Divorced,51537.0,27.0,3.0,2.0,2.0,11.0,8.0,0,71.0,1.0,1103.0
Graduation,Together,72025.0,27.0,1.0,4.0,3.0,8.0,3.0,0,61.0,0.0,1932.0
Master,Together,30538.0,27.0,4.0,9.0,0.0,4.0,10.0,0,52.0,1.0,367.0
2n Cycle,Single,61618.0,27.0,2.0,3.0,6.0,8.0,3.0,0,32.0,0.0,1345.0
Graduation,Married,77343.0,28.0,1.0,3.0,4.0,9.0,1.0,0,58.0,0.0,1134.0
Graduation,Married,75433.0,28.0,2.0,2.0,5.0,10.0,6.0,0,34.0,1.0,1188.0
PhD,Widow,82571.0,28.0,0.0,6.0,5.0,13.0,2.0,0,61.0,0.0,1686.0
Master,Together,60033.0,28.0,2.0,2.0,1.0,5.0,2.0,0,69.0,1.0,198.0
Graduation,Single,39062.0,28.0,1.0,1.0,0.0,3.0,4.0,0,40.0,1.0,44.0
Graduation,Married,30023.0,28.0,1.0,2.0,0.0,3.0,8.0,0,51.0,1.0,61.0
Graduation,Single,30015.0,28.0,2.0,1.0,0.0,4.0,5.0,0,53.0,1.0,57.0
Graduation,Married,33228.0,28.0,1.0,2.0,0.0,3.0,7.0,0,43.0,1.0,71.0
Graduation,Married,22574.0,28.0,2.0,2.0,0.0,3.0,7.0,0,56.0,0.9504464285714286,37.0
Graduation,Married,22574.0,28.0,2.0,2.0,0.0,3.0,7.0,0,56.0,0.9504464285714286,37.0
Graduation,Married,55267.0,28.0,4.0,3.0,4.0,6.0,3.0,0,66.0,1.0,405.0
Graduation,Together,66886.0,28.0,2.0,7.0,1.0,7.0,5.0,0,65.0,1.0,599.0
Graduation,Single,72258.0,28.0,2.0,6.0,9.0,5.0,2.0,0,52.0,1.0,1525.0
PhD,Single,82733.0,28.0,1.0,8.0,4.0,7.0,4.0,1,39.0,0.0,1323.0
Graduation,Divorced,45146.0,28.0,2.0,1.0,1.0,2.0,4.0,0,60.0,2.0,53.0
2n Cycle,Single,51250.0,28.0,5.0,10.0,5.0,4.0,9.0,0,33.0,1.0,710.0
Graduation,Married,32871.0,28.0,1.0,1.0,0.0,3.0,4.0,0,72.0,2.0,43.0
2n Cycle,Together,63855.0,28.0,1.0,7.0,3.0,13.0,4.0,0,45.0,0.0,1006.0
PhD,Divorced,42564.0,28.0,6.0,6.0,8.0,4.0,7.0,1,55.0,1.0,813.0
2n Cycle,Together,46344.0,28.0,4.0,7.0,1.0,5.0,7.0,0,51.0,1.0,429.0
Graduation,Married,50437.0,28.0,3.0,7.0,1.0,8.0,7.0,0,60.0,2.0,490.0
Graduation,Together,70971.0,28.0,2.325,11.0,2.6620535714285714,5.0,7.0,1,63.0,1.0,1825.0
Graduation,Single,37774.0,28.0,4.0,7.0,2.0,3.0,9.0,1,46.0,2.0,473.0
PhD,Married,4023.0,29.0,2.325,0.0,0.0,0.0,5.316517857142857,0,60.0,2.0,9.0
Graduation,Single,33279.0,29.0,1.0,0.0,0.0,3.0,3.0,0,57.0,0.0,16.0
Graduation,Married,42693.0,29.0,1.0,1.0,0.0,3.0,5.0,0,45.0,1.0,57.0
Master,Together,70545.0,29.0,1.0,4.0,1.0,7.0,2.0,0,71.0,1.0,334.0
Graduation,Widow,65486.0,29.0,1.0,4.0,2.0,10.0,2.0,0,66.0,1.0,507.0
Master,Together,77882.0,29.0,1.0,3.0,3.0,5.0,1.0,0,42.0,0.0,818.0
Graduation,Together,78468.0,29.0,1.0,10.0,7.0,10.0,4.0,0,63.0,0.0,1004.0
Graduation,Together,77226.0,29.0,2.0,6.0,8.0,12.0,3.0,0,60.0,1.0,1138.0
Master,Single,90638.0,29.0,1.0,3.0,4.0,10.0,1.0,0,32.0,0.0,605.7982142857143
Master,Single,90638.0,29.0,1.0,3.0,4.0,10.0,1.0,1,32.0,0.0,605.7982142857143
Graduation,Together,70666.0,29.0,1.0,7.0,4.0,4.0,4.0,0,75.0,0.0,1076.0
2n Cycle,Divorced,59052.0,29.0,3.0,7.0,1.0,7.0,5.0,0,64.0,1.0,491.0
Basic,Together,13084.0,29.0,1.0,1.0,0.0,3.0,6.0,0,71.0,0.0,29.0
Graduation,Divorced,49160.0,29.0,2.0,3.0,1.0,6.0,6.0,0,74.0,1.0,236.0
Graduation,Divorced,23272.0,29.0,1.0,1.0,0.0,3.0,4.0,0,70.0,0.0,46.0
Master,Divorced,49476.0,29.0,4.0,2.0,2.6620535714285714,5.0,2.0,0,60.0,1.0,795.0
Master,Married,62694.0,29.0,5.0,9.0,3.0,7.0,7.0,0,58.0,2.0,749.0
PhD,Together,57906.0,29.0,3.0,4.0,2.0,8.0,4.0,0,50.0,1.0,401.0
Graduation,Together,71853.0,29.0,1.0,2.0,8.0,6.0,1.0,0,41.0,0.0,1149.0
Graduation,Together,71853.0,29.0,1.0,2.0,8.0,6.0,1.0,0,41.0,0.0,1149.0
Graduation,Married,65031.0,29.0,4.0,10.0,3.0,13.0,7.0,0,64.0,1.0,863.0
Graduation,Together,30507.0,29.0,1.0,5.0,1.0,4.0,7.0,0,63.0,0.0,343.0
Graduation,Together,67419.0,29.0,4.0,9.0,4.0,8.0,5.0,0,53.0,1.0,1471.0
Graduation,Married,59462.0,29.0,2.0,9.0,2.0,12.0,7.0,0,73.0,1.0,1088.0
Graduation,Single,95529.0,29.0,1.0,7.0,3.0,7.0,3.0,1,29.0,0.0,1990.0
Graduation,Widow,53653.0,29.0,2.0,10.0,4.0,12.0,6.0,0,70.0,0.0,1210.0
Basic,Married,25965.0,29.0,1.0,2.0,0.0,3.0,8.0,0,43.0,0.0,74.0
Graduation,Married,22979.0,29.0,3.0,3.0,2.0,2.0,8.0,1,53.0,1.0,115.0
PhD,Single,64950.0,29.0,2.0,11.0,2.0,10.0,7.0,0,72.0,1.0,966.0
Graduation,Married,44322.0,30.0,2.0,3.0,0.0,3.0,8.0,0,38.0,1.0,92.0
Graduation,Married,30096.0,30.0,1.0,2.0,0.0,3.0,6.0,0,40.0,1.0,45.0
Graduation,Married,30096.0,30.0,1.0,2.0,0.0,3.0,6.0,0,40.0,1.0,45.0
Graduation,Single,56628.0,30.0,2.0,7.0,6.0,5.0,5.0,0,46.0,1.0,761.0
2n Cycle,Together,82326.0,30.0,1.0,5.0,10.0,6.0,2.0,1,46.0,0.0,2257.0
Graduation,Single,71163.0,30.0,1.0,3.0,8.0,12.0,1.0,0,28.0,0.0,960.0
Graduation,Divorced,71022.0,30.0,3.0,5.0,2.0,11.0,8.0,0,45.0,1.0,1453.0
2n Cycle,Single,42607.0,30.0,2.0,3.0,2.0,7.0,3.0,0,69.0,1.0,350.0
Graduation,Married,43057.0,30.0,4.0,4.0,2.0,5.0,5.0,0,48.0,1.0,266.0
Master,Married,47808.0,30.0,2.0,3.0,2.0,3.0,7.0,0,48.0,1.0,224.0
Graduation,Single,29236.0,30.0,2.0,4.0,0.0,3.0,9.0,0,36.0,1.0,99.0
Graduation,Widow,40590.0,30.0,5.0,3.0,4.0,3.0,6.0,0,54.0,2.0,258.0
Graduation,Widow,40590.0,30.0,5.0,3.0,4.0,3.0,6.0,0,54.0,2.0,258.0
Master,Married,77520.0,30.0,1.0,8.0,7.0,7.0,4.0,1,64.0,1.0,1526.0
Graduation,Married,40211.0,30.0,2.0,2.0,1.0,2.0,8.0,0,42.0,2.0,87.0
PhD,Together,63516.0,30.0,4.0,4.0,1.0,7.0,5.0,0,50.0,2.0,300.0
Graduation,Divorced,53034.0,30.0,2.325,6.0,1.0,7.0,8.0,0,49.0,2.0,447.0
Master,Together,22669.0,30.0,3.0,4.0,1.0,2.0,9.0,1,48.0,1.0,173.0
Graduation,Married,79908.0,30.0,1.0,5.0,6.0,7.0,2.0,0,41.0,0.0,1772.0
PhD,Single,69867.0,30.0,1.0,3.0,5.0,8.0,1.0,1,37.0,0.0,925.0
Graduation,Divorced,70287.0,30.0,1.0,5.0,5.0,10.0,3.0,1,57.0,0.0,1093.0
Graduation,Single,37070.0,30.0,2.325,5.0,1.0,8.0,7.0,1,57.0,2.0,433.0
Graduation,Single,37070.0,30.0,2.325,5.0,1.0,8.0,7.0,1,57.0,2.0,433.0
Master,Married,38179.0,30.0,4.0,3.0,1.0,3.0,7.0,0,57.0,2.0,90.0
Graduation,Married,39922.0,30.0,2.0,3.0,0.0,4.0,8.0,0,40.0,1.0,156.0
Graduation,Married,39922.0,30.0,2.0,3.0,0.0,4.0,8.0,0,40.0,1.0,156.0
Graduation,Married,39922.0,30.0,2.0,3.0,0.0,4.0,8.0,0,40.0,1.0,156.0
Master,Single,64191.0,30.0,3.0,5.0,3.0,13.0,3.0,0,60.0,1.0,825.0
2n Cycle,Single,41658.0,30.0,2.0,1.0,1.0,2.0,4.0,0,48.0,2.0,72.0
Graduation,Divorced,40780.0,30.0,4.0,7.0,1.0,5.0,9.0,0,47.0,1.0,377.0
Graduation,Together,77568.0,30.0,1.0,10.0,2.0,8.0,5.0,0,44.0,1.0,2194.0
Graduation,Single,66503.0,30.0,2.0,4.0,3.0,6.0,3.0,0,38.0,1.0,401.0
Graduation,Married,83512.0,31.0,1.0,4.0,7.0,10.0,1.0,1,37.0,0.0,2157.0
PhD,Married,31686.0,31.0,2.0,1.0,0.0,3.0,6.0,0,59.0,2.0,17.0
Graduation,Together,71322.0,31.0,1.0,4.0,1.0,7.0,2.0,0,47.0,1.0,350.0
Graduation,Single,27938.0,31.0,1.0,1.0,0.0,4.0,3.0,0,35.0,1.0,29.0
Graduation,Divorced,22263.0,31.0,2.0,1.0,0.0,3.0,6.0,0,72.0,2.0,21.0
Graduation,Together,34633.0,31.0,1.0,1.0,0.0,2.0,6.0,0,67.0,0.9504464285714286,15.0
Graduation,Together,42162.0,31.0,2.0,3.0,1.0,3.0,6.0,1,42.0,1.0,145.0
PhD,Together,52253.58839285714,31.0,0.0,0.0,0.0,1.0,1.0,0,47.0,2.0,107.0
Graduation,Widow,54162.0,31.0,1.0,1.0,0.0,3.0,4.0,0,45.0,2.0,42.0
2n Cycle,Divorced,41769.0,31.0,6.0,8.0,1.0,7.0,8.0,0,68.0,1.0,521.0
PhD,Together,44953.0,31.0,1.0,7.0,3.0,13.0,6.0,0,42.0,0.0,1021.0
PhD,Married,37717.0,31.0,1.0,1.0,0.0,2.0,9.0,0,45.0,1.0,25.0
PhD,Married,37717.0,31.0,1.0,1.0,0.0,2.0,9.0,0,45.0,1.0,25.0
Graduation,Together,40548.0,31.0,2.0,2.0,1.0,4.0,5.0,0,53.0,1.0,120.0
2n Cycle,Divorced,67893.0,31.0,2.0,3.0,2.0,9.0,8.0,0,48.0,1.0,995.0
Graduation,Single,69267.0,31.0,2.0,3.0,4.0,5.0,7.0,1,70.0,0.0,1635.0
Basic,Divorced,9548.0,31.0,2.0,1.0,0.0,3.0,8.0,0,47.0,1.0,29.0
Graduation,Single,68281.0,31.0,1.0,2.0,9.0,13.0,5.0,1,65.0,0.0,1655.0
2n Cycle,Together,92556.0,32.0,0.0,3.0,5.0,13.0,0.0,0,63.0,0.0,1263.0
Graduation,Single,48526.0,32.0,1.0,2.0,1.0,4.0,3.0,0,44.0,1.0,135.0
Graduation,Single,90273.0,32.0,1.0,5.0,6.0,7.0,2.0,1,32.0,0.0,1991.0
2n Cycle,Together,19414.0,32.0,1.0,1.0,0.0,3.0,8.0,0,42.0,1.0,32.0
PhD,Single,79761.0,32.0,1.0,5.0,2.0,11.0,3.0,0,65.0,1.0,605.0
PhD,Married,53312.0,32.0,1.0,5.0,1.0,5.0,7.0,0,72.0,0.0,278.0
2n Cycle,Together,41039.0,32.0,1.0,8.0,1.0,5.0,8.0,0,41.0,0.0,467.0
Graduation,Together,88347.0,32.0,1.0,4.0,7.0,9.0,1.0,0,62.0,0.0,2116.0
PhD,Married,50150.0,32.0,2.0,5.0,2.0,7.0,5.0,0,40.0,0.0,410.0
PhD,Married,50150.0,32.0,2.0,5.0,2.0,7.0,5.0,0,40.0,0.0,410.0
Graduation,Single,10245.0,32.0,3.0,1.0,2.0,2.0,5.0,0,52.0,1.0,41.0
PhD,Married,33454.0,32.0,2.0,4.0,0.0,4.0,8.0,0,38.0,1.0,169.0
Graduation,Single,40887.0,32.0,3.0,3.0,1.0,3.0,9.0,1,71.0,2.0,161.0
Graduation,Together,55914.0,32.0,4.0,11.0,6.0,8.0,7.0,0,48.0,1.0,1260.0
Graduation,Together,37292.0,32.0,5.0,6.0,3.0,5.0,8.0,0,40.0,1.0,460.0
Graduation,Married,52914.0,32.0,2.0,7.0,3.0,3.0,7.0,0,52.0,1.0,575.0
2n Cycle,Married,24884.0,32.0,1.0,0.0,0.0,3.0,7.0,0,51.0,1.0,19.0
Graduation,Single,67384.0,32.0,2.0,7.0,8.0,5.0,5.0,0,53.0,1.0,1490.0
Graduation,Married,51651.0,32.0,4.0,6.0,2.0,5.0,8.0,0,63.0,1.0,433.0
Graduation,Married,82497.0,32.0,1.0,2.0,7.0,9.0,4.0,0,43.0,0.0,1919.0
2n Cycle,Married,32632.0,32.0,2.0,4.0,4.0,8.0,5.0,0,60.0,0.0,576.0
Master,Married,33562.0,33.0,3.0,2.0,0.0,4.0,4.0,0,60.0,0.9504464285714286,51.0
Graduation,Single,79146.0,33.0,2.0,8.0,1.0,8.0,6.0,0,56.0,2.0,564.0
Graduation,Single,79146.0,33.0,2.0,8.0,1.0,8.0,6.0,0,56.0,2.0,564.0
Master,Single,36143.0,33.0,1.0,0.0,1.0,2.0,3.0,0,42.0,1.0,19.0
Master,Married,27159.0,33.0,2.0,1.0,0.0,3.0,6.0,0,50.0,2.0,21.0
Master,Together,41275.0,33.0,4.0,3.0,1.0,3.0,5.0,0,63.0,0.9504464285714286,61.0
2n Cycle,Married,76800.0,33.0,1.0,4.0,4.0,7.0,1.0,0,58.0,0.0,641.0
Graduation,Married,75794.0,33.0,1.0,7.0,5.0,12.0,3.0,0,36.0,0.0,1682.0
Graduation,Married,30833.0,33.0,2.0,1.0,0.0,3.0,5.0,0,72.0,2.0,28.0
PhD,Single,26518.0,33.0,3.0,2.0,0.0,3.0,8.0,1,74.0,2.0,57.0
Graduation,Single,91065.0,33.0,1.0,7.0,9.0,9.0,3.0,1,42.0,0.0,1474.0
Master,Single,45183.0,33.0,1.0,4.0,1.0,7.0,7.0,0,61.0,0.0,315.0
Graduation,Together,48070.0,33.0,3.0,8.0,2.0,6.0,7.0,0,73.0,1.0,504.0
Graduation,Widow,30372.0,33.0,3.0,2.0,0.0,3.0,7.0,0,52.0,2.0,44.0
Graduation,Widow,30372.0,33.0,3.0,2.0,0.0,3.0,7.0,0,52.0,2.0,44.0
2n Cycle,Married,57036.0,33.0,4.0,6.0,3.0,13.0,9.0,0,48.0,1.0,1513.0
Graduation,Widow,66731.0,33.0,4.0,4.0,3.0,6.0,3.0,0,53.0,1.0,1029.0
PhD,Divorced,35682.0,34.0,1.0,1.0,1.0,3.0,2.0,0,53.0,1.0,57.0
Master,Divorced,10979.0,34.0,2.0,3.0,0.0,3.0,5.0,0,34.0,0.0,30.0
Master,Divorced,10979.0,34.0,2.0,3.0,0.0,3.0,5.0,0,34.0,0.0,30.0
PhD,Divorced,57912.0,34.0,5.0,8.0,3.0,12.0,5.0,0,58.0,1.0,916.0
Graduation,Married,36026.0,34.0,2.0,2.0,0.0,3.0,6.0,0,51.0,0.9504464285714286,61.0
Graduation,Married,35788.0,34.0,2.0,2.0,0.0,3.0,6.0,0,52.0,2.0,44.0
Graduation,Married,42243.0,34.0,2.0,2.0,0.0,3.0,7.0,0,64.0,2.0,55.0
Graduation,Divorced,46086.0,34.0,4.0,3.0,1.0,8.0,4.0,0,67.0,1.0,343.0
Master,Together,61346.0,34.0,1.0,5.0,7.0,10.0,3.0,0,45.0,1.0,989.0
Master,Single,33316.0,34.0,3.0,2.0,1.0,4.0,6.0,0,52.0,2.0,131.0
Master,Single,33316.0,34.0,3.0,2.0,1.0,4.0,6.0,0,52.0,2.0,131.0
Basic,Single,21063.0,34.0,2.0,2.0,0.0,3.0,6.0,0,36.0,1.0,59.0
Graduation,Single,33697.0,34.0,1.0,1.0,0.0,2.0,7.0,0,53.0,1.0,28.0
2n Cycle,Married,25804.0,34.0,2.0,2.0,0.0,3.0,8.0,0,45.0,1.0,55.0
Graduation,Married,72117.0,34.0,1.0,9.0,7.0,9.0,5.0,0,46.0,1.0,1073.0
Graduation,Married,61286.0,34.0,2.0,7.0,1.0,8.0,5.0,0,57.0,1.0,608.0
Graduation,Married,61286.0,34.0,2.0,7.0,1.0,8.0,5.0,0,57.0,1.0,608.0
Graduation,Together,65196.0,34.0,2.0,7.0,6.0,11.0,5.0,0,65.0,2.0,1155.0
Graduation,Divorced,55635.0,34.0,4.0,7.0,3.0,7.0,6.0,0,52.0,1.0,590.0
Master,Together,42021.0,34.0,5.0,10.0,1.0,6.0,9.0,0,42.0,1.0,573.0
Master,Married,75251.0,34.0,1.0,7.0,6.0,5.0,5.0,1,51.0,0.0,1890.0
Graduation,Together,35322.0,34.0,3.0,2.0,0.0,4.0,8.0,0,55.0,0.9504464285714286,106.0
PhD,Together,53374.0,34.0,6.0,4.0,2.0,9.0,9.0,1,54.0,1.0,1064.0
Graduation,Married,87195.0,35.0,1.0,3.0,2.6620535714285714,5.0,1.0,1,64.0,0.0,1097.0
2n Cycle,Single,42395.0,35.0,4.0,3.0,1.0,4.0,7.0,0,42.0,2.0,182.0
Graduation,Together,82427.0,35.0,1.0,3.0,5.0,12.0,1.0,0,57.0,0.0,1456.0
Master,Together,44602.0,35.0,6.0,6.0,1.0,4.0,8.0,0,54.0,2.0,292.0
Graduation,Married,94642.0,35.0,0.0,5.0,7.0,9.0,1.0,0,72.0,0.0,2211.0
Graduation,Together,28359.0,35.0,1.0,1.0,0.0,2.0,7.0,0,40.0,1.0,16.0
